,COD Ciudad,Renta neta media por persona 2020,COD,CIUDAD
106,2800504003 Alcalá de Henares sección 04003,18212,2800504003, Alcalá de Henares sección 
107,2800504004 Alcalá de Henares sección 04004,17808,2800504004, Alcalá de Henares sección 
108,2800504005 Alcalá de Henares sección 04005,11913,2800504005, Alcalá de Henares sección 
109,2800504006 Alcalá de Henares sección 04006,11751,2800504006, Alcalá de Henares sección 
110,2800504007 Alcalá de Henares sección 04007,17332,2800504007, Alcalá de Henares sección 
111,2800504008 Alcalá de Henares sección 04008,15568,2800504008, Alcalá de Henares sección 
112,2800504009 Alcalá de Henares sección 04009,12152,2800504009, Alcalá de Henares sección 
113,2800504010 Alcalá de Henares sección 04010,16927,2800504010, Alcalá de Henares sección 
114,2800504011 Alcalá de Henares sección 04011,15942,2800504011, Alcalá de Henares sección 
115,2800504012 Alcalá de Henares sección 04012,10162,2800504012, Alcalá de Henares sección 
116,2800504013 Alcalá de Henares sección 04013,15569,2800504013, Alcalá de Henares sección 
117,2800504014 Alcalá de Henares sección 04014,15289,2800504014, Alcalá de Henares sección 
118,2800504015 Alcalá de Henares sección 04015,8704,2800504015, Alcalá de Henares sección 
119,2800504016 Alcalá de Henares sección 04016,15219,2800504016, Alcalá de Henares sección 
120,2800504017 Alcalá de Henares sección 04017,16461,2800504017, Alcalá de Henares sección 
121,2800504018 Alcalá de Henares sección 04018,15497,2800504018, Alcalá de Henares sección 
122,2800505 Alcalá de Henares distrito 05,13742,2800505, Alcalá de Henares distrito 
123,2800505001 Alcalá de Henares sección 05001,10876,2800505001, Alcalá de Henares sección 
124,2800505002 Alcalá de Henares sección 05002,13148,2800505002, Alcalá de Henares sección 
125,2800505003 Alcalá de Henares sección 05003,11914,2800505003, Alcalá de Henares sección 
126,2800505004 Alcalá de Henares sección 05004,11144,2800505004, Alcalá de Henares sección 
127,2800505005 Alcalá de Henares sección 05005,12159,2800505005, Alcalá de Henares sección 
128,2800505006 Alcalá de Henares sección 05006,16329,2800505006, Alcalá de Henares sección 
129,2800505007 Alcalá de Henares sección 05007,14951,2800505007, Alcalá de Henares sección 
130,2800505008 Alcalá de Henares sección 05008,14300,2800505008, Alcalá de Henares sección 
131,2800505009 Alcalá de Henares sección 05009,8666,2800505009, Alcalá de Henares sección 
132,2800505010 Alcalá de Henares sección 05010,11422,2800505010, Alcalá de Henares sección 
133,2800505011 Alcalá de Henares sección 05011,11938,2800505011, Alcalá de Henares sección 
134,2800505012 Alcalá de Henares sección 05012,10464,2800505012, Alcalá de Henares sección 
135,2800505013 Alcalá de Henares sección 05013,21727,2800505013, Alcalá de Henares sección 
136,2800505014 Alcalá de Henares sección 05014,12880,2800505014, Alcalá de Henares sección 
137,2800505015 Alcalá de Henares sección 05015,20136,2800505015, Alcalá de Henares sección 
138,2800505016 Alcalá de Henares sección 05016,20341,2800505016, Alcalá de Henares sección 
139,2800505017 Alcalá de Henares sección 05017,10533,2800505017, Alcalá de Henares sección 
140,2800505018 Alcalá de Henares sección 05018,13140,2800505018, Alcalá de Henares sección 
141,2800505019 Alcalá de Henares sección 05019,11637,2800505019, Alcalá de Henares sección 
142,2800505020 Alcalá de Henares sección 05020,10924,2800505020, Alcalá de Henares sección 
143,2800505021 Alcalá de Henares sección 05021,11578,2800505021, Alcalá de Henares sección 
144,2800505022 Alcalá de Henares sección 05022,17801,2800505022, Alcalá de Henares sección 
145,2800505023 Alcalá de Henares sección 05023,11670,2800505023, Alcalá de Henares sección 
146,2800505024 Alcalá de Henares sección 05024,11260,2800505024, Alcalá de Henares sección 
147,2800505025 Alcalá de Henares sección 05025,12115,2800505025, Alcalá de Henares sección 
148,2800505026 Alcalá de Henares sección 05026,10537,2800505026, Alcalá de Henares sección 
149,2800505027 Alcalá de Henares sección 05027,10427,2800505027, Alcalá de Henares sección 
150,2800505028 Alcalá de Henares sección 05028,15882,2800505028, Alcalá de Henares sección 
151,2800505029 Alcalá de Henares sección 05029,15468,2800505029, Alcalá de Henares sección 
152,2800505030 Alcalá de Henares sección 05030,16897,2800505030, Alcalá de Henares sección 
153,2800505031 Alcalá de Henares sección 05031,19645,2800505031, Alcalá de Henares sección 
154,2800505032 Alcalá de Henares sección 05032,23903,2800505032, Alcalá de Henares sección 
155,28006 Alcobendas,18684,28006, Alcobendas
156,2800601 Alcobendas distrito 01,18684,2800601, Alcobendas distrito 
157,2800601001 Alcobendas sección 01001,10543,2800601001, Alcobendas sección 
158,2800601002 Alcobendas sección 01002,10236,2800601002, Alcobendas sección 
159,2800601003 Alcobendas sección 01003,9206,2800601003, Alcobendas sección 
160,2800601004 Alcobendas sección 01004,10399,2800601004, Alcobendas sección 
161,2800601005 Alcobendas sección 01005,10095,2800601005, Alcobendas sección 
162,2800601006 Alcobendas sección 01006,10370,2800601006, Alcobendas sección 
163,2800601007 Alcobendas sección 01007,10079,2800601007, Alcobendas sección 
164,2800601008 Alcobendas sección 01008,9653,2800601008, Alcobendas sección 
165,2800601009 Alcobendas sección 01009,9923,2800601009, Alcobendas sección 
166,2800601011 Alcobendas sección 01011,9124,2800601011, Alcobendas sección 
167,2800601012 Alcobendas sección 01012,9601,2800601012, Alcobendas sección 
168,2800601013 Alcobendas sección 01013,10659,2800601013, Alcobendas sección 
169,2800601014 Alcobendas sección 01014,10180,2800601014, Alcobendas sección 
170,2800601015 Alcobendas sección 01015,11773,2800601015, Alcobendas sección 
171,2800601016 Alcobendas sección 01016,10769,2800601016, Alcobendas sección 
172,2800601017 Alcobendas sección 01017,9135,2800601017, Alcobendas sección 
173,2800601018 Alcobendas sección 01018,10055,2800601018, Alcobendas sección 
174,2800601019 Alcobendas sección 01019,10112,2800601019, Alcobendas sección 
175,2800601020 Alcobendas sección 01020,10662,2800601020, Alcobendas sección 
176,2800601021 Alcobendas sección 01021,11125,2800601021, Alcobendas sección 
177,2800601022 Alcobendas sección 01022,11006,2800601022, Alcobendas sección 
178,2800601023 Alcobendas sección 01023,13536,2800601023, Alcobendas sección 
179,2800601024 Alcobendas sección 01024,12214,2800601024, Alcobendas sección 
180,2800601025 Alcobendas sección 01025,12799,2800601025, Alcobendas sección 
181,2800601026 Alcobendas sección 01026,14176,2800601026, Alcobendas sección 
182,2800601027 Alcobendas sección 01027,12369,2800601027, Alcobendas sección 
183,2800601028 Alcobendas sección 01028,13220,2800601028, Alcobendas sección 
184,2800601029 Alcobendas sección 01029,12876,2800601029, Alcobendas sección 
185,2800601030 Alcobendas sección 01030,17759,2800601030, Alcobendas sección 
186,2800601031 Alcobendas sección 01031,15352,2800601031, Alcobendas sección 
187,2800601032 Alcobendas sección 01032,13601,2800601032, Alcobendas sección 
188,2800601033 Alcobendas sección 01033,30252,2800601033, Alcobendas sección 
189,2800601034 Alcobendas sección 01034,31670,2800601034, Alcobendas sección 
190,2800601035 Alcobendas sección 01035,31670,2800601035, Alcobendas sección 
191,2800601036 Alcobendas sección 01036,31670,2800601036, Alcobendas sección 
192,2800601037 Alcobendas sección 01037,22984,2800601037, Alcobendas sección 
193,2800601038 Alcobendas sección 01038,14269,2800601038, Alcobendas sección 
194,2800601039 Alcobendas sección 01039,28848,2800601039, Alcobendas sección 
195,2800601040 Alcobendas sección 01040,31670,2800601040, Alcobendas sección 
196,2800601041 Alcobendas sección 01041,31670,2800601041, Alcobendas sección 
197,2800601042 Alcobendas sección 01042,11058,2800601042, Alcobendas sección 
198,2800601043 Alcobendas sección 01043,9629,2800601043, Alcobendas sección 
199,2800601044 Alcobendas sección 01044,17745,2800601044, Alcobendas sección 
200,2800601045 Alcobendas sección 01045,14117,2800601045, Alcobendas sección 
201,2800601046 Alcobendas sección 01046,13702,2800601046, Alcobendas sección 
202,2800601047 Alcobendas sección 01047,18598,2800601047, Alcobendas sección 
203,2800601048 Alcobendas sección 01048,31670,2800601048, Alcobendas sección 
204,2800601049 Alcobendas sección 01049,15966,2800601049, Alcobendas sección 
205,2800601050 Alcobendas sección 01050,23866,2800601050, Alcobendas sección 
206,2800601051 Alcobendas sección 01051,17838,2800601051, Alcobendas sección 
207,2800601052 Alcobendas sección 01052,24315,2800601052, Alcobendas sección 
208,2800601053 Alcobendas sección 01053,23552,2800601053, Alcobendas sección 
209,2800601054 Alcobendas sección 01054,13296,2800601054, Alcobendas sección 
210,2800601055 Alcobendas sección 01055,16084,2800601055, Alcobendas sección 
211,2800601056 Alcobendas sección 01056,14044,2800601056, Alcobendas sección 
212,2800601057 Alcobendas sección 01057,18857,2800601057, Alcobendas sección 
213,2800601058 Alcobendas sección 01058,12777,2800601058, Alcobendas sección 
214,2800601059 Alcobendas sección 01059,31670,2800601059, Alcobendas sección 
215,2800601060 Alcobendas sección 01060,21408,2800601060, Alcobendas sección 
216,2800601061 Alcobendas sección 01061,12470,2800601061, Alcobendas sección 
217,2800601062 Alcobendas sección 01062,15660,2800601062, Alcobendas sección 
218,2800601063 Alcobendas sección 01063,20203,2800601063, Alcobendas sección 
219,2800601064 Alcobendas sección 01064,15845,2800601064, Alcobendas sección 
220,2800601065 Alcobendas sección 01065,16799,2800601065, Alcobendas sección 
221,2800601066 Alcobendas sección 01066,18458,2800601066, Alcobendas sección 
222,2800601067 Alcobendas sección 01067,24266,2800601067, Alcobendas sección 
223,2800601068 Alcobendas sección 01068,29761,2800601068, Alcobendas sección 
224,28007 Alcorcón,13522,28007, Alcorcón
225,2800701 Alcorcón distrito 01,13102,2800701, Alcorcón distrito 
226,2800701001 Alcorcón sección 01001,14747,2800701001, Alcorcón sección 
227,2800701002 Alcorcón sección 01002,9269,2800701002, Alcorcón sección 
228,2800701003 Alcorcón sección 01003,11969,2800701003, Alcorcón sección 
229,2800701004 Alcorcón sección 01004,9930,2800701004, Alcorcón sección 
230,2800701005 Alcorcón sección 01005,12038,2800701005, Alcorcón sección 
231,2800701006 Alcorcón sección 01006,11492,2800701006, Alcorcón sección 
232,2800701007 Alcorcón sección 01007,10063,2800701007, Alcorcón sección 
233,2800701008 Alcorcón sección 01008,10365,2800701008, Alcorcón sección 
234,2800701010 Alcorcón sección 01010,9571,2800701010, Alcorcón sección 
235,2800701011 Alcorcón sección 01011,9379,2800701011, Alcorcón sección 
236,2800701012 Alcorcón sección 01012,9650,2800701012, Alcorcón sección 
237,2800701013 Alcorcón sección 01013,9513,2800701013, Alcorcón sección 
238,2800701014 Alcorcón sección 01014,11740,2800701014, Alcorcón sección 
239,2800701015 Alcorcón sección 01015,20367,2800701015, Alcorcón sección 
240,2800701016 Alcorcón sección 01016,14478,2800701016, Alcorcón sección 
241,2800701017 Alcorcón sección 01017,18569,2800701017, Alcorcón sección 
242,2800701018 Alcorcón sección 01018,19425,2800701018, Alcorcón sección 
243,2800701019 Alcorcón sección 01019,15014,2800701019, Alcorcón sección 
244,2800701020 Alcorcón sección 01020,15555,2800701020, Alcorcón sección 
245,2800702 Alcorcón distrito 02,15072,2800702, Alcorcón distrito 
246,2800702001 Alcorcón sección 02001,15112,2800702001, Alcorcón sección 
247,2800702002 Alcorcón sección 02002,16608,2800702002, Alcorcón sección 
248,2800702003 Alcorcón sección 02003,14838,2800702003, Alcorcón sección 
249,2800702004 Alcorcón sección 02004,16302,2800702004, Alcorcón sección 
250,2800702005 Alcorcón sección 02005,15177,2800702005, Alcorcón sección 
251,2800702006 Alcorcón sección 02006,16622,2800702006, Alcorcón sección 
252,2800702007 Alcorcón sección 02007,17275,2800702007, Alcorcón sección 
253,2800702008 Alcorcón sección 02008,21498,2800702008, Alcorcón sección 
254,2800702009 Alcorcón sección 02009,15615,2800702009, Alcorcón sección 
255,2800702010 Alcorcón sección 02010,13574,2800702010, Alcorcón sección 
256,2800702011 Alcorcón sección 02011,12995,2800702011, Alcorcón sección 
257,2800702012 Alcorcón sección 02012,11656,2800702012, Alcorcón sección 
258,2800702013 Alcorcón sección 02013,12017,2800702013, Alcorcón sección 
259,2800702014 Alcorcón sección 02014,12782,2800702014, Alcorcón sección 
260,2800702015 Alcorcón sección 02015,14123,2800702015, Alcorcón sección 
261,2800702016 Alcorcón sección 02016,14731,2800702016, Alcorcón sección 
262,2800702017 Alcorcón sección 02017,14314,2800702017, Alcorcón sección 
263,2800702019 Alcorcón sección 02019,14721,2800702019, Alcorcón sección 
264,2800702020 Alcorcón sección 02020,16195,2800702020, Alcorcón sección 
265,2800702021 Alcorcón sección 02021,17454,2800702021, Alcorcón sección 
266,2800702022 Alcorcón sección 02022,11766,2800702022, Alcorcón sección 
267,2800702023 Alcorcón sección 02023,14784,2800702023, Alcorcón sección 
268,2800702024 Alcorcón sección 02024,15749,2800702024, Alcorcón sección 
269,2800702025 Alcorcón sección 02025,16709,2800702025, Alcorcón sección 
270,2800702026 Alcorcón sección 02026,15282,2800702026, Alcorcón sección 
271,2800702027 Alcorcón sección 02027,14779,2800702027, Alcorcón sección 
272,2800702028 Alcorcón sección 02028,14426,2800702028, Alcorcón sección 
273,2800702029 Alcorcón sección 02029,11960,2800702029, Alcorcón sección 
274,2800702030 Alcorcón sección 02030,17246,2800702030, Alcorcón sección 
275,2800702031 Alcorcón sección 02031,14150,2800702031, Alcorcón sección 
276,2800702032 Alcorcón sección 02032,16941,2800702032, Alcorcón sección 
277,2800702033 Alcorcón sección 02033,11221,2800702033, Alcorcón sección 
278,2800702034 Alcorcón sección 02034,15860,2800702034, Alcorcón sección 
279,2800702035 Alcorcón sección 02035,15780,2800702035, Alcorcón sección 
280,2800702036 Alcorcón sección 02036,14871,2800702036, Alcorcón sección 
281,2800702037 Alcorcón sección 02037,18201,2800702037, Alcorcón sección 
282,2800702038 Alcorcón sección 02038,18448,2800702038, Alcorcón sección 
283,2800703 Alcorcón distrito 03,12480,2800703, Alcorcón distrito 
284,2800703001 Alcorcón sección 03001,11958,2800703001, Alcorcón sección 
285,2800703002 Alcorcón sección 03002,10148,2800703002, Alcorcón sección 
286,2800703003 Alcorcón sección 03003,11445,2800703003, Alcorcón sección 
287,2800703004 Alcorcón sección 03004,10395,2800703004, Alcorcón sección 
288,2800703005 Alcorcón sección 03005,13063,2800703005, Alcorcón sección 
289,2800703006 Alcorcón sección 03006,9387,2800703006, Alcorcón sección 
290,2800703007 Alcorcón sección 03007,10276,2800703007, Alcorcón sección 
291,2800703008 Alcorcón sección 03008,9072,2800703008, Alcorcón sección 
292,2800703009 Alcorcón sección 03009,12969,2800703009, Alcorcón sección 
293,2800703010 Alcorcón sección 03010,9774,2800703010, Alcorcón sección 
294,2800703011 Alcorcón sección 03011,13007,2800703011, Alcorcón sección 
295,2800703012 Alcorcón sección 03012,14105,2800703012, Alcorcón sección 
296,2800703013 Alcorcón sección 03013,13623,2800703013, Alcorcón sección 
297,2800703014 Alcorcón sección 03014,14970,2800703014, Alcorcón sección 
298,2800703015 Alcorcón sección 03015,15066,2800703015, Alcorcón sección 
299,2800703016 Alcorcón sección 03016,13775,2800703016, Alcorcón sección 
300,2800703017 Alcorcón sección 03017,12915,2800703017, Alcorcón sección 
301,2800703018 Alcorcón sección 03018,12552,2800703018, Alcorcón sección 
302,2800703019 Alcorcón sección 03019,12690,2800703019, Alcorcón sección 
303,2800703020 Alcorcón sección 03020,14144,2800703020, Alcorcón sección 
304,2800703021 Alcorcón sección 03021,13368,2800703021, Alcorcón sección 
305,2800703022 Alcorcón sección 03022,15814,2800703022, Alcorcón sección 
306,2800703023 Alcorcón sección 03023,13607,2800703023, Alcorcón sección 
307,2800703024 Alcorcón sección 03024,13935,2800703024, Alcorcón sección 
308,2800703025 Alcorcón sección 03025,11930,2800703025, Alcorcón sección 
309,2800703026 Alcorcón sección 03026,10716,2800703026, Alcorcón sección 
310,2800703027 Alcorcón sección 03027,12585,2800703027, Alcorcón sección 
311,2800703028 Alcorcón sección 03028,12529,2800703028, Alcorcón sección 
312,2800703029 Alcorcón sección 03029,10665,2800703029, Alcorcón sección 
313,2800704 Alcorcón distrito 04,13034,2800704, Alcorcón distrito 
314,2800704001 Alcorcón sección 04001,8448,2800704001, Alcorcón sección 
315,2800704002 Alcorcón sección 04002,8075,2800704002, Alcorcón sección 
316,2800704003 Alcorcón sección 04003,8631,2800704003, Alcorcón sección 
317,2800704004 Alcorcón sección 04004,8547,2800704004, Alcorcón sección 
318,2800704005 Alcorcón sección 04005,8933,2800704005, Alcorcón sección 
319,2800704006 Alcorcón sección 04006,11682,2800704006, Alcorcón sección 
320,2800704007 Alcorcón sección 04007,13315,2800704007, Alcorcón sección 
321,2800704008 Alcorcón sección 04008,12810,2800704008, Alcorcón sección 
322,2800704009 Alcorcón sección 04009,8891,2800704009, Alcorcón sección 
323,2800704010 Alcorcón sección 04010,9657,2800704010, Alcorcón sección 
324,2800704011 Alcorcón sección 04011,9165,2800704011, Alcorcón sección 
325,2800704012 Alcorcón sección 04012,10461,2800704012, Alcorcón sección 
326,2800704013 Alcorcón sección 04013,9102,2800704013, Alcorcón sección 
327,2800704014 Alcorcón sección 04014,9749,2800704014, Alcorcón sección 
328,2800704015 Alcorcón sección 04015,13093,2800704015, Alcorcón sección 
329,2800704016 Alcorcón sección 04016,12488,2800704016, Alcorcón sección 
330,2800704017 Alcorcón sección 04017,9645,2800704017, Alcorcón sección 
331,2800704018 Alcorcón sección 04018,13583,2800704018, Alcorcón sección 
332,2800704019 Alcorcón sección 04019,13062,2800704019, Alcorcón sección 
333,2800704020 Alcorcón sección 04020,12948,2800704020, Alcorcón sección 
334,2800704021 Alcorcón sección 04021,10006,2800704021, Alcorcón sección 
335,2800704022 Alcorcón sección 04022,11798,2800704022, Alcorcón sección 
336,2800704023 Alcorcón sección 04023,17555,2800704023, Alcorcón sección 
337,2800704024 Alcorcón sección 04024,15730,2800704024, Alcorcón sección 
338,2800704025 Alcorcón sección 04025,14787,2800704025, Alcorcón sección 
339,2800704026 Alcorcón sección 04026,15292,2800704026, Alcorcón sección 
340,2800704027 Alcorcón sección 04027,13864,2800704027, Alcorcón sección 
341,2800704028 Alcorcón sección 04028,17249,2800704028, Alcorcón sección 
342,2800704029 Alcorcón sección 04029,20806,2800704029, Alcorcón sección 
343,2800704030 Alcorcón sección 04030,12483,2800704030, Alcorcón sección 
344,2800704031 Alcorcón sección 04031,14169,2800704031, Alcorcón sección 
345,2800704032 Alcorcón sección 04032,15087,2800704032, Alcorcón sección 
346,2800704033 Alcorcón sección 04033,15523,2800704033, Alcorcón sección 
347,2800704034 Alcorcón sección 04034,15010,2800704034, Alcorcón sección 
348,2800704035 Alcorcón sección 04035,13960,2800704035, Alcorcón sección 
782,28058 Fuenlabrada,11205,28058, Fuenlabrada
783,2805801 Fuenlabrada distrito 01,10277,2805801, Fuenlabrada distrito 
784,2805801002 Fuenlabrada sección 01002,9892,2805801002, Fuenlabrada sección 
785,2805801003 Fuenlabrada sección 01003,10080,2805801003, Fuenlabrada sección 
786,2805801004 Fuenlabrada sección 01004,10780,2805801004, Fuenlabrada sección 
787,2805801005 Fuenlabrada sección 01005,10909,2805801005, Fuenlabrada sección 
788,2805801006 Fuenlabrada sección 01006,9455,2805801006, Fuenlabrada sección 
789,2805801007 Fuenlabrada sección 01007,9847,2805801007, Fuenlabrada sección 
790,2805802 Fuenlabrada distrito 02,11037,2805802, Fuenlabrada distrito 
791,2805802001 Fuenlabrada sección 02001,10928,2805802001, Fuenlabrada sección 
792,2805802002 Fuenlabrada sección 02002,11454,2805802002, Fuenlabrada sección 
793,2805802003 Fuenlabrada sección 02003,10641,2805802003, Fuenlabrada sección 
794,2805802004 Fuenlabrada sección 02004,12174,2805802004, Fuenlabrada sección 
795,2805802005 Fuenlabrada sección 02005,10702,2805802005, Fuenlabrada sección 
796,2805802006 Fuenlabrada sección 02006,10596,2805802006, Fuenlabrada sección 
797,2805802007 Fuenlabrada sección 02007,9686,2805802007, Fuenlabrada sección 
798,2805802008 Fuenlabrada sección 02008,9095,2805802008, Fuenlabrada sección 
799,2805802009 Fuenlabrada sección 02009,11476,2805802009, Fuenlabrada sección 
800,2805802010 Fuenlabrada sección 02010,11153,2805802010, Fuenlabrada sección 
801,2805802011 Fuenlabrada sección 02011,10832,2805802011, Fuenlabrada sección 
802,2805802012 Fuenlabrada sección 02012,10246,2805802012, Fuenlabrada sección 
803,2805802013 Fuenlabrada sección 02013,12039,2805802013, Fuenlabrada sección 
804,2805802014 Fuenlabrada sección 02014,12363,2805802014, Fuenlabrada sección 
805,2805802015 Fuenlabrada sección 02015,12719,2805802015, Fuenlabrada sección 
806,2805802016 Fuenlabrada sección 02016,10489,2805802016, Fuenlabrada sección 
807,2805802017 Fuenlabrada sección 02017,12286,2805802017, Fuenlabrada sección 
808,2805803 Fuenlabrada distrito 03,10447,2805803, Fuenlabrada distrito 
809,2805803001 Fuenlabrada sección 03001,10481,2805803001, Fuenlabrada sección 
810,2805803002 Fuenlabrada sección 03002,11366,2805803002, Fuenlabrada sección 
